# High-quality Arabidopsis PPIs dataset, a total of 11858 PPIs.
Protein1	Protein2
C0SV91	Q8L4B2
Q05466	Q8LPR5
Q8LPR5	Q9M128
P46602	Q8LPR5
F4IPE3	F4K5X6
O64722	Q9SVL0
Q8H111	Q9M0U1
Q9LXU1	Q9SI19
P46600	P46603
O81002	Q9M1G6
O22179	Q8GV05
P0DH85	Q9ZSH7
Q84JG2	Q9SK33
Q700D0	Q9SK33
Q9FG01	Q9SK33
Q0V7X4	Q9FLI0
Q9FG01	Q9SIB4
O82277	Q9FMM7
Q58G01	Q9LET0
Q9LJB7	Q9SID1
O24646	Q9SID1
P92953	Q9LXU1
P92953	Q9XGN1
Q8S9M3	Q93VH6
O64647	P46600
Q05153	Q8L5W8
Q8L5W8	Q9LXU1
Q9LXD8	Q9S7W5
Q9FME3	Q9S7W5
Q39237	Q9S7W5
Q9LJG8	Q9LXU1
Q8LPR5	Q9SD40
F4IPE3	Q9LV59
F4IPE3	Q9SFV2
F4K8B0	Q1JPM3
A0A178UQH2	Q9S851
Q9SFV2	Q9SYA9
O80748	Q9LXU1
Q9C9L2	Q9S763
Q9C9L2	Q9SCQ6
Q9C9L2	Q9FTA2
B9DI20	Q9C9L2
Q9C518	Q9LQF0
Q9LQF0	Q9SJ56
Q9FMX2	Q9LQF0
A0A178WKB2	O50055
F4IF36	Q9SYG2
F4J2A8	Q9C518
Q9C518	Q9FME3
Q9LQ65	Q9M1G6
O80748	Q6X7K0
O80748	Q9LS00
O80748	Q9SVY1
O80748	Q9SZC2
Q9LYB9	Q9SYA9
Q8LAL2	Q8RYC8
Q39234	Q93ZE2
Q9SIZ5	Q9SK91
O82595	Q9LDT3
A9LNK9	Q9ZW36
A9LNK9	O80438
A0A178VFA3	O04292
Q39057	Q9SA07
Q39204	Q8W4D8
O82248	Q8L4B2
A8MRI3	O50055
Q7X9H5	Q9S9U2
C0SUZ3	Q93Y00
C0SVS4	Q58CM8
Q9FMC2	Q9FME3
Q9LT89	Q9LVS0
F4K5X6	Q9LT89
Q9FF62	Q9LXA9
Q9FG01	Q9FMX2
P48000	Q9FG01
Q38897	Q9FG01
Q93W88	Q9LXD8
Q9FHA2	Q9LXD8
Q94AW5	Q9LXU1
O80338	Q9LXU1
O82617	Q39057
Q9SZL8	Q9T0B9
P94077	Q9FTA2
P94077	Q9LT89
P92953	Q05466
Q93Z00	Q9S763
Q9ASZ1	Q9SFV2
Q2V3L3	Q9SFV2
Q9LVR0	Q9SFD5
Q8L8A6	Q93VH6
O80340	Q9LT89
Q700D0	Q8GWP0
Q700D0	Q9LVG2
A0A178VFA3	O23210
A0A178VFA3	Q9LXG8
Q93Z00	Q9LJB7
F4JI72	Q9LV59
Q8GYY1	Q9LV52
Q8GYY1	Q9SVD5
Q67XJ2	Q9FGP8
Q9FG01	Q9M274
Q58CM8	Q9M274
Q8GWF1	Q93WU8
Q66GR3	Q8LPR5
Q9SCR0	Q9SJW0
A0A1I9LTW1	Q9SLG0
Q8LAL2	Q8RYC6
Q93Z00	Q9SKD0
Q9FMX2	Q9SKD0
F4IPE3	Q93XW7
O64647	Q7X887
Q93Z00	Q9ZVP8
Q8LPR5	Q9SIT9
Q9FVC1	Q9SI38
Q9SB92	Q9SIV3
O82239	Q9SB92
Q9FME3	Q9SB92
Q8LPR5	Q9SI19
Q9SJU5	Q9SK53
Q8GWP4	Q9SQX9
Q9M1U4	Q9SLA1
O64647	Q9ZW36
Q9LVG2	Q9ZW36
A1YKT1	O22781
O22798	Q1G3I2
Q84JG2	Q9SZL8
P93007	Q8LPR5
P93007	Q9M1U4
P93007	Q8LPH6
Q84MB2	Q84VG7
Q0WPF2	Q9SJ50
B9DHT4	Q9SJW0
O64647	Q93ZE2
A0A178VZV5	B9DHT4
Q1PF16	Q6X7J9
A0A178WKB2	Q9SD61
A0A178W5Y4	Q9SIZ0
A0A178W5Y4	Q9FG01
A0A178W5Y4	Q9FIS1
Q38824	Q38829
Q8LPR5	Q9MAI5
Q9C518	Q9LT89
Q5XVH0	Q9SIV3
Q6S591	Q8LPR5
Q58G01	Q9S7Y1
O82277	P35631
Q93Z00	Q9C7T4
Q9FRL5	Q9LJW5
Q9FMX2	Q9LQZ5
Q9CAR0	Q9FKA0
Q39266	Q93Z00
Q9C9L2	Q9LQX5
O82277	Q9LQX5
Q94ID6	Q9AT61
Q8LPR5	Q94ID6
O04292	Q9LJG8
O04292	Q9FGB0
Q9SA07	Q9SRM4
C0SUZ3	O64647
C0SUZ3	Q8LAT0
C0SUZ3	Q9M374
C0SUZ3	Q9LXD8
Q9LNP6	Q9S7W5
Q6R0C4	Q8VZI9
F4IAQ4	Q9ZW73
P0C7Q8	Q84MB2
O82277	Q9FXH7
O82277	Q9LM84
Q9FTA2	Q9LM84
O80748	Q8RY95
Q8RY95	Q9FTA2
Q680K8	Q9XHZ8
O82277	Q39234
Q9LXA9	Q9SK91
Q9C518	Q9LDT3
O81001	Q9LDT3
Q9LDT3	Q9XIN0
Q94JM3	Q9LDT3
Q9SQX9	Q9ZUB5
Q8LCT6	Q9SQX9
Q9FHA2	Q9FRI0
Q9LEZ3	Q9LXU1
P43273	Q9LXU1
Q9FKQ6	Q9LXA9
Q6J9Q2	Q9FME3
Q7XJK6	Q9FMX2
Q9FME3	Q9FMX2
O81788	Q9MAL9
Q93Y00	Q9LT67
O64647	P93830
O80748	Q93XM6
O82277	Q93XM6
Q8L4B2	Q9C9A9
Q8L4B2	Q9LJ44
Q6S592	Q9C9L2
Q9FMX2	Q9FX53
Q8LPR5	Q9C5X0
O81788	Q700E3
Q84MB2	Q8L8A5
Q0IGM7	Q9LXU1
Q8GYY1	Q9FMC8
F4K0Q7	F4K5X6
Q4PSE2	Q9FTA2
Q6NNI6	Q93V43
O81826	Q9FF62
Q8VZ22	Q9LXU1
Q9ASZ1	Q9SZ05
F4JI72	Q9T0B9
F4JI72	Q9FKM7
P46639	P48000
O50055	Q9STJ0
Q9FMC8	Q9SVL0
Q9M2V2	Q9M374
A0A1I9LTW1	Q8GXR6
Q9FIU1	Q9LYL9
Q9LXU1	Q9M2K8
Q9FL64	Q9SVX5
O65426	Q93Z68
P46602	Q9LXU1
Q9ASZ1	Q9LZR5
Q93Z00	Q9SN23
O23090	Q93Z00
P46639	Q93Z00
Q93Z00	Q9FMT4
Q93Z00	Q9FG68
Q93Z00	Q9FLL0
Q1G3I2	Q9SSE5
Q9FR97	Q9LXU1
O81323	Q8LPR5
P46639	Q8LPR5
B9DI20	Q8LPR5
P94077	Q8LAL2
Q8LAL2	Q9LXU1
Q8H174	Q9LXU1
A1YKT1	Q9FG01
A1YKT1	Q9LU68
Q6R053	Q9LRM4
Q9M128	Q9S7W5
O50055	Q9S7W5
Q6R053	Q9S7W5
Q9FML4	Q9S7W5
Q6R053	Q8VZI9
O64647	Q9LV59
O64647	Q9SN74
O64647	Q9SD38
O64647	Q7XJK6
F4JI72	O82248
Q8L5W8	Q9SFV2
O64647	Q39237
Q0V7X4	Q9LV52
Q8L5T5	Q8LBW3
O82277	Q5PP65
O22230	O82277
O80340	O82277
O82277	Q9SNB8
O82277	Q9M128
O82277	O82617
O80674	Q58G01
A0A178VFA3	Q58G01
Q04088	Q9SIZ5
O80450	P93751
O80450	Q9STS6
Q9SNB8	Q9XEE6
Q9LS00	Q9ZW73
A0A178VFA3	O64647
Q38840	Q9FVC1
O81001	Q8L8A6
F4K1A8	Q94KL5
P0DH85	Q84R27
Q8VYD2	Q9LZR5
Q9SIZ5	Q9ZVC9
O82595	Q9SIV3
Q9FME3	Q9SIV3
Q9FML4	Q9SIV3
O64722	Q9FY69
Q93V43	Q9SIT9
Q7XHI9	Q8S3D1
P93007	Q9ZQE0
O81788	Q94C69
Q9FXD6	Q9LXU1
Q5XVH0	Q8S3D1
Q9S7Y1	Q9SIT9
Q8L8A5	Q8L925
Q9C9L2	Q9S7W5
Q93ZS9	Q9C9L2
Q9C9L2	Q9FG01
Q9C9L2	Q9LEZ9
Q9C9L2	Q9FLL0
O04017	Q9C9L2
Q9C7T4	Q9SFD5
Q9C7T4	Q9M128
Q6NLH4	Q9C9A9
F4HZ48	Q9LXU1
Q0WNR6	Q7XJU1
F4IPE3	Q9XFB1
F4IPE3	F4JI72
Q5PP65	Q9C9N3
O23090	Q9FYG7
O80340	Q9FYG7
O48847	Q9C8Y3
A0A178VFA3	Q9C8Y3
Q9M274	Q9SDS8
Q93VJ4	Q9LQF0
P48000	Q9LQF0
F4K5X6	Q9LQF0
A0A178VZV5	Q8GWP0
Q9LPF0	Q9SYA9
A0A178WA62	Q6X7J9
A0A178W5Y4	Q9FIW6
Q8H1G0	Q9SIT9
Q8H1G0	Q9SMP0
Q38824	Q9LXU1
O49743	Q9C518
P94077	Q9C518
O80748	Q84VG7
O80748	Q9SLB8
O80340	O80748
O80748	Q9FIX8
O80748	Q9XGX0
Q94JL3	Q9LXD8
Q9C519	Q9CAR4
Q8H174	Q8RYC8
O04541	Q8L5Y2
F4JI72	Q9LMN5
Q39234	Q9LXU1
Q9LID0	Q9LME6
A0A178WL27	Q9CAR0
Q39204	Q9LXU1
C0SUZ3	Q9M274
O65426	Q38828
Q38822	Q8RYC6
Q8H102	Q9LXU1
O04292	Q93XM6
F4JI72	Q9SY59
Q9LXU1	Q9SY59
Q3E703	Q9LXU1
Q9FX53	Q9LXU1
Q9LQT8	Q9SIZ5
Q6R0C4	Q8L4M6
Q6R053	Q9FMX2
F4KGY6	Q9XGN1
Q6R053	Q9FLF7
B3H7D8	Q9FMX2
B3H7D8	Q9FKW2
B3H7D8	F4KEP6
B3H7D8	Q9SPG2
B3H7D8	Q9FII6
Q3E7I5	Q9FMC2
Q9FLM6	Q9FMX2
Q39262	Q9FME3
Q7XJK6	Q9FIW6
F4K5X6	Q9FIW9
F4K5X6	Q9FME3
F4JYG0	Q9FMB6
C0SVS4	Q9FL03
A8MRI3	Q9FK12
Q9LDU5	Q9LNJ5
Q9LNJ5	Q9M246
Q9FMC2	Q9LXU1
Q9LVG2	Q9LXU1
Q9LV17	Q9LXU1
Q6J9Q2	Q9LXD8
Q8GWP0	Q9LKL2
Q93V43	Q9FGD6
Q8S3D1	Q9LXD8
Q93WC4	Q9XFM0
Q9LXG0	Q9SZC2
Q8GY61	Q9FTA2
Q93VJ4	Q93W88
P29382	Q9SZJ6
Q9FF62	Q9FTA2
Q8GYY1	Q9M274
Q9FIX0	Q9M274
Q9FIY6	Q9M274
Q9M0X8	Q9M128
O82617	Q9FTA2
Q9FMX2	Q9T0B9
B9DHT4	Q9SU24
O23379	Q9FNB9
Q6QPM2	Q8GWP0
Q8L8A7	Q9FMB6
Q8GYY1	Q9SV12
A2RVQ5	F4JI72
O49743	Q9FIS1
A0A178VFA3	Q9LUZ4
Q9LS00	Q9LV59
Q8L8Q3	Q93Z00
Q05153	Q38847
Q9FIX5	Q9SNB8
Q39237	Q9STS6
O23210	Q8LSZ4
O49697	Q9SMP0
Q9FMX2	Q9SN23
Q9FDW1	Q9SN12
O80340	Q9M1U4
F4JY84	Q700D0
A0A178VFA3	Q941I2
A0A178VFA3	Q7XJK6
A0A178VFA3	B3H5S0
A0A178VFA3	Q9FKW2
O65685	Q9FR97
Q9CAV7	Q9LST3
Q8LPR5	Q9SFV2
Q9M1U4	Q9SFV2
Q9SFV6	Q9SZJ6
Q9SDW0	Q9SFD5
Q8VYU9	Q9S7W5
Q8W475	Q9M2K8
F4J2A8	Q9FMX2
Q8LAT0	Q93Z00
Q8LAT0	Q9SB04
Q8VYU9	Q93Z00
O22152	Q8LPR5
O22152	Q9FME3
O22131	P59467
O80831	Q9FH80
O82343	Q9FPW6
P93751	Q9FME3
Q9LJX1	Q9SKX1
O22152	Q39262
Q9C5Q2	Q9FNB9
A0A178VS74	Q9ASZ1
O22230	Q93Z00
O22230	Q9LXG0
P48000	Q84JG2
Q9FME3	Q9SIZ5
F4JI72	P93007
P93007	Q9SPG1
P93007	Q5CCK4
P93007	Q9FTA2
A1YKT1	Q84VG7
Q84VG7	Q9M1U4
Q84VG7	Q9FMX2
O22152	O23661
Q8LPR5	Q8VY64
Q5PP65	Q8LPR5
Q9S7W5	Q9SJ50
B3H6R4	Q9S7W5
F4IP06	Q9ASZ1
O80438	Q93Z00
O80438	Q9SZJ6
Q8LPR5	Q9SIZ5
A8MS70	Q5BPS2
A0A178U8Q1	Q5BPS2
A0A1I9LTW1	Q84JG2
F4JF33	Q84JG2
O64647	Q9ZVC9
Q9LSI4	Q9ZW36
A1YKT1	Q9ZW36
Q9M1U4	Q9ZW36
O04336	Q8LPR5
Q84TK1	Q9SQY9
Q84TK1	Q8RYD3
Q84TK1	Q8LPR5
O22179	Q9SFD5
O81002	Q93Z00
Q1G3I2	Q9SIT9
Q9M1U4	Q9SIT9
Q8LPR5	Q9SHK9
A1YKT1	Q9SB92
Q9FMX2	Q9SB92
F4JI72	Q9SI19
O65517	Q9SI19
O82256	Q9SJU5
Q8GWP4	Q93Z00
Q6NNI6	Q8GWP4
Q9M1U4	Q9ZVP8
O64647	Q8RU59
Q8RU59	Q93Z00
Q8RU59	Q9FME3
Q93Z00	Q9S7H5
F4JI72	Q1G3Q4
O64647	Q9SIT9
Q8GXL7	Q9SIT9
Q6NQJ7	Q9SWG3
Q9FTA2	Q9LQZ5
Q84TD6	Q9CAR0
Q9CAR0	Q9FTA2
O82277	Q93ZE2
Q8LPR5	Q93ZE2
Q93Z00	Q93ZE2
F4JI72	Q93ZE2
F4IF36	Q9ZVP8
F4IF36	O64647
F4IF36	Q9T0D3
F4IF36	Q9FME3
Q9SAK5	Q9SYS6
O23210	Q9SAK5
Q9SAH7	Q9XEC3
Q38829	Q8RYC6
Q8LPR5	Q9SKD0
O22179	Q7X887
O82277	Q7X887
Q7X887	Q9S7W5
Q7X887	Q9FTA2
Q7X887	Q9LXG0
Q7X887	Q9FMX2
Q9S7W5	Q9ZVP8
Q9C7T4	Q9FME3
A1YKT1	Q9LQZ5
Q0WNR6	Q9LDD4
Q38829	Q9C995
Q9C7T4	Q9M1U4
Q9C7T4	Q9S7W5
O64647	Q9C7G4
O04541	Q9LF34
A0MFC4	O80805
Q9C9L2	Q9SRZ8
Q0WSN2	Q9SRZ8
P46639	Q9FNV8
F4HRV8	Q0V7X4
O64722	Q9C9F0
Q38829	Q9C9F0
P29384	Q5XVH0
Q9C9H1	Q9SIV3
Q9C9H1	Q9FMX2
Q9CA46	Q9FMX2
Q9CAR4	Q9ZSI7
O04541	Q7G8T1
A0A178W5Y4	Q84K31
A0A178W5Y4	Q9FHZ1
A0A178W5Y4	Q9FJ10
A0A178W5Y4	Q9FL03
O64647	Q9C688
Q9MAI5	Q9S7W5
Q9LS00	Q9MAI5
A0A178WA62	Q9FKM7
F4JVB8	Q9FE25
Q9C518	Q9S7W5
Q8VZI9	Q9LQ65
A0A178W5Y4	O82503
A0A178W5Y4	O80807
A0A178W5Y4	Q9SNB8
C0SUZ3	Q8VZQ9
C0SUZ3	F4K2U3
Q6X7J9	Q9C518
Q6X7J9	Q94KL5
Q6X7J9	Q9FMX2
Q6X7J9	Q9FME3
A0A178WKB2	Q9C518
C0SUZ3	Q94JL3
C0SUZ3	Q9S7Y1
C0SUZ3	Q9XEE6
C0SUZ3	Q38895
C0SUZ3	Q9SSA8
Q8VZS3	Q9FPE8
Q93Z00	Q9LQX5
Q94ID6	Q9S7W5
Q93Z00	Q94ID6
A9LNK9	Q9LQF0
A9LNK9	O80748
A9LNK9	Q9C7T4
A9LNK9	Q94KL5
O04292	Q8L5W8
O04292	P46600
O04292	P46601
O04292	Q9XGX0
F4I962	Q9SQX9
O64722	Q9FYK6
Q0WPF2	Q56XU4
O80807	Q9LM84
Q94KL5	Q9LM84
O64647	Q9LM84
P48000	Q9LM84
C0SVS4	Q9LM84
Q39234	Q8LPR5
Q1PFA4	Q9LM46
Q8VZ22	Q9SK91
P42776	Q9LDT3
Q8LPR5	Q9LDT3
Q9LDT3	Q9LEZ3
Q93Z00	Q9FXH7
Q56XU4	Q9C6V3
Q9LM84	Q9SYG2
Q1G3C4	Q8RYC8
Q8RYC8	Q9M1U4
P46640	Q9FXG8
Q93Z00	Q9FX77
Q8LPR5	Q9LNP6
Q8GZ13	Q9SUM5
Q9LQF0	Q9XI84
Q8LAL2	Q9XI84
Q8L4B2	Q9C6V3
Q8L4B2	Q8L500
Q7XA73	Q8L4B2
Q39264	Q9C518
Q0WNR2	Q84TK1
Q8LPR5	Q9FX53
Q93Z00	Q9FX53
Q1PF16	Q9XI84
Q8VWG0	Q9FK72
Q9C9L2	Q9LNV5
Q9LKL2	Q9LNV5
Q93XM6	Q93ZE2
Q93XM6	Q9LK48
Q9LN09	Q9ZQH2
Q38828	Q9ASZ1
P93830	Q9FMX2
Q7XJU2	Q8GZ13
O82277	Q7XJU2
Q7XJU2	Q8LPR5
Q66GR3	Q8H102
O24407	Q8VWG0
Q8LPR5	Q9MAL9
F4I9R1	Q501D3
Q8L5W8	Q9FE22
Q7XHI9	Q93Y00
O04017	Q9FMX2
Q3E7N5	Q9FMX2
F4K1A8	P48000
Q9FJA2	Q9LU68
Q9FGV1	Q9FKM7
Q9FJ00	Q9LV17
Q7X9H5	Q9FIX0
F4K5X6	Q9LEZ9
F4KGY6	Q9FTA2
P48000	Q9FTA2
F4K5X6	Q9FTA2
Q9FME3	Q9FTA2
F4JSU0	Q9LVQ7
Q9LXU1	Q9SZJ6
F4K1A8	Q9SDW0
Q8GYY1	Q9LXU1
Q8GV05	Q9FT81
Q6R053	Q9LRH6
Q9LXU1	Q9SUE3
Q9LXG5	Q9M0B9
F4K1A8	Q84MB2
Q8VY05	Q9FMT4
O49608	Q39057
Q9LXU1	Q9M0R0
A2RVQ5	P29382
A2RVQ5	B3H7D8
Q8GXR6	Q9LXU1
Q93Z68	Q9SZL7
Q93WJ9	Q9XFB1
O23077	Q8LG05
F4K5X6	O23090
F4K1A8	Q0WPF2
Q3EAL1	Q9M274
Q67XJ2	Q9FF62
Q6R053	Q9LHF0
C0SVJ2	Q9M1U4
Q9LXU1	Q9M1U4
F4K5X6	Q9M1U4
Q93Z00	Q9SN74
Q93Z00	Q9M2Q6
Q93Z00	Q9SZJ6
Q93Z00	Q9LEZ9
Q93Z00	Q9FL64
Q29PT3	Q9M1G6
Q9LJW5	Q9LXU1
O49743	Q9LK95
A0A178VFA3	A1YKT1
A1YKT1	F4JI72
A1YKT1	Q9FY69
A1YKT1	Q9LXD8
A1YKT1	Q39262
A1YKT1	Q9FMC2
A1YKT1	Q9FL64
Q8GXT3	Q9LXD8
Q9LIB5	Q9M274
O82617	Q8LPR5
P94077	Q8LPR5
Q8LPR5	Q9FMT4
Q8LPR5	Q9FMM7
P46601	Q8LPR5
Q8LPR5	Q9LTH4
Q8LPR5	Q9XGX0
O80340	Q8LPR5
Q8LPR5	Q9LJB7
Q8LPR5	Q9XFB1
Q9SN22	Q9SQX9
F4JCN9	Q8VZI9
O80340	Q9LSI4
F4JI72	Q9LJG8
O81836	Q9S7W5
Q9FMT4	Q9S7W5
Q39262	Q9S7W5
P48000	Q9S7W5
Q93ZL5	Q9S7W5
Q9FKA9	Q9S7W5
B3H7D8	Q8W4R4
O50055	Q9SFV2
Q9M0B9	Q9SRT2
A0A178U8Q1	O64647
P46897	Q9LXU1
O82239	P94077
O82248	Q67XJ2
Q9S7W5	Q9SCQ6
P46639	Q9S7W5
A2RVQ5	O22230
Q8VZ42	Q93V43
P93755	Q9LXU1
Q66GR3	Q8S3D1
Q66GR3	Q9LXU1
P46601	P92953
O64647	Q9S7W5
A2RVQ5	O64647
O64647	O65517
O64647	Q8L8A8
O64647	Q9FG01
O64647	Q9LXD8
O64647	Q9FME3
B3H7D8	Q93W30
Q8GWP0	Q8GXN7
O80450	Q9LXU1
O50055	Q9SID1
O80883	Q9LXU1
Q700D0	Q9XEE6
Q39057	Q9XEE6
B3H7D8	Q9XEE6
Q93W88	Q9XEE6
F4K5X6	Q1PF16
P46603	P46604
B3H7D8	O81002
O22179	Q700D0
Q94KL5	Q9SIZ5
Q9LXU1	Q9ZUG9
Q84VG7	Q9ZVC9
A0A178VFA3	Q9SIB4
O82277	Q84TK1
O23661	O82277
O22152	O82277
O82277	Q9SD40
O82277	Q8L8A8
Q1PF16	Q9LXU1
Q9FR97	Q9SJ29
Q8VY64	Q9SIV3
O22152	Q9SIV3
O04017	Q9SIV3
Q9LVG4	Q9SJU5
Q9LJB7	Q9SIJ5
P29385	Q9FVC1
Q39237	Q8VYF7
O23116	Q9SLH0
Q93V43	Q9S7N6
Q9LQZ7	Q9LXU1
Q0WNR6	Q9ZPW7
A0A178VMH7	B3H7D8
F4IPE3	O22152
F4IPE3	Q9LXU1
Q9SN22	Q9ZUL3
Q8LA53	Q9ZUL3
O64722	Q9S7H5
O22781	O64722
O64722	Q8LAT0
O64722	P48000
F4K1A8	O64722
Q9C9L2	Q9FG68
A0A178WHR6	Q9M274
P46640	Q9SIW1
Q39140	Q9SX27
Q8VZS3	Q9SLA1
Q58CM8	Q8VZS3
F4K1A8	Q9S7Y1
Q9C9L2	Q9SKD0
Q9C9L2	Q9SHK9
Q8GWP4	Q9C9L2
O81002	Q9C9L2
Q8GW46	Q9C9L2
P93007	Q9C9L2
O80438	Q9C9L2
Q38895	Q9C9L2
Q9C9L2	Q9SN23
O22759	Q9C9L2
O82617	Q9C9L2
Q8S3D1	Q9C9L2
P48731	Q9C9L2
O65517	Q9C9L2
F4K5X6	Q9C9L2
Q9SFV6	Q9SYA9
Q05153	Q9SYA9
O22781	Q9C518
Q93VJ4	Q9C518
F4I9R1	Q9LV59
Q9FYG7	Q9SLA1
Q9FYG7	Q9LXU1
Q8H1G0	Q9M274
Q38824	Q38826
Q9LXU1	Q9SSA8
Q4PSE2	Q9LQF0
Q9LXU1	Q9MA75
Q9LQF0	Q9SB92
Q9LQF0	Q9SLA1
Q9LQF0	Q9ZW36
Q84VG7	Q9LQF0
F4J2A8	Q9LQF0
Q9LQF0	Q9S763
Q9LQF0	Q9SN23
O23661	Q9LDT3
Q4PSE2	Q9LDT3
A0A178WKB2	Q9FPE8
P93007	Q9FPE8
F4K5X6	Q9FPE8
A0A178VFA3	Q9LQX5
Q39057	Q9SGP3
Q8LPR5	Q9SA07
Q9C9H1	Q9LQF0
Q9LQF0	Q9SIT9
Q9LQT8	Q9SLA1
Q6R0C4	Q9M274
Q8GZ13	Q8S3D1
Q9FXH7	Q9M2U4
Q9FXH7	Q9LXU1
C0SUW7	F4JI72
Q9LDT3	Q9LMN5
Q9LMN5	Q9LXU1
Q39234	Q39237
Q6NLH4	Q96288
Q9FLL0	Q9SGD1
Q39234	Q93XM6
Q93XM6	Q9SIZ5
P43273	Q93XM6
F4IHN4	Q9SY59
Q39237	Q94JX5
A0A178WP44	C0SUZ3
Q8RU59	Q9LNE0
O48847	Q8H102
Q94C37	Q9ZVP8
Q9LNJ5	Q9XFB0
Q9LNJ5	Q9M1Q0
Q7XJE6	Q8LPR5
O82239	Q7XJE6
Q3EDL3	Q8GWP0
Q93Y00	Q9S7W5
Q93ZL5	Q9FE22
Q8VZI9	Q9FE22
Q93Y00	Q93Z00
Q8S3D5	Q93Y00
Q93Y00	Q9M128
Q7X887	Q9ZWA2
Q38828	Q9ZWA2
P46604	Q9ZWA2
P93830	Q9FKM7
O23210	P93830
P93830	Q9M1U4
P93830	Q9S7W5
P93830	Q8RYC6
P42777	Q9C5Q2
A0A1P8AWD1	Q8LBW3
P93830	Q9LT89
F4I5P9	Q8RYC8
O64647	Q7XJU2
Q7XJU2	Q9ZUG9
Q7XJU2	Q9C518
Q7XJU2	Q9LQF0
A9LNK9	Q7XJU2
Q9C518	Q9LNV5
Q8LDM8	Q9SMP0
Q8LC03	Q8LDM8
Q39057	Q9LN09
Q8VWG0	Q9C5K8
Q8VWG0	Q8W3M3
Q84WI0	Q8VWG0
Q8RYC6	Q8VWG0
Q8H102	Q9T0B9
Q8H102	Q9C8P8
Q7XJU2	Q9FTA2
Q9FMX2	Q9LNV5
O24646	Q8L4B2
Q8L4B2	Q9LEZ9
Q8L4B2	Q9M1U4
Q8L4B2	Q9M9B3
C0SUZ3	Q8L4B2
Q8L4B2	Q8RWD0
Q93XM6	Q93Z00
P93751	Q93XM6
Q6DBP8	Q9M1U2
O80482	Q8GW32
O80482	Q8GZ13
O04027	Q9FGJ3
O80482	Q93VJ4
Q9SNB8	Q9ZWM9
Q0WNR2	Q9SK91
Q9C7T4	Q9XIJ1
A0A178WP44	Q9LPE8
Q9FX53	Q9FYG7
Q9LXG0	Q9XI84
A1YKT1	Q9XI84
P33078	Q38829
Q9SNB8	Q9XI36
O81788	Q9C5X0
Q38829	Q9C5X0
Q9FJG2	Q9FX77
P0DH85	Q9FX77
O64722	Q9C5X0
Q9C5X0	Q9C9L2
Q8L7G0	Q9C5X0
Q9LQT8	Q9SCQ6
Q9FE25	Q9M9U2
Q8GZ13	Q9LXD8
Q84WK0	Q8GZ13
Q8GZ13	Q9C707
A0A178W5Y4	Q6R0C4
Q9C9L2	Q9LNP6
O80807	Q9LNP6
Q9LN16	Q9LRH6
Q8RYC8	Q9SRQ8
O80674	Q8RYC8
P93007	Q8RYC8
Q39265	Q8RYC8
O04292	Q8RYC8
Q9FK12	Q9LMA8
Q8RYC8	Q8RYD3
Q8RYC8	Q9LXU1
Q8RYC8	Q9FHA7
O65517	Q9FXH7
O80748	Q9FXH7
Q8S307	Q9LN63
Q9LM84	Q9SLH1
Q9LM84	Q9ZPX0
O64722	Q9LM84
P46640	Q9LM84
Q9C9L2	Q9LM84
C0SUW7	F4J6V1
C0SUW7	Q9FVC1
O81801	Q9LM84
Q8S3D1	Q9SK91
Q9LM46	Q9LQF0
Q9LMN5	Q9LST3
Q9LMN5	Q9SFV6
Q9LMN5	Q9SFV2
Q93V70	Q9LKG8
C0SUW7	Q9FGJ3
Q7X887	Q9S9K9
Q9C9L2	Q9S9K9
O80542	Q9LSI4
Q941I2	Q9LDT3
O80340	Q9LDT3
O48847	Q9LDT3
O64722	Q9LDT3
O80542	Q8VZ91
Q9LDT3	Q9LXG0
F4JI72	Q8LCT6
Q8LCT6	Q9LHF0
Q8LCT6	Q94KL5
A0A178W5Y4	Q9ZUB5
Q8GW32	Q9SKX1
Q58G01	Q8GW32
Q9FK72	Q9LQX5
O50055	Q9LQX5
Q9FTA2	Q9LQX5
A1YKT1	Q9LQX5
O64647	Q9LQX5
Q9LQF0	Q9LQX5
Q58CM8	Q9FPE8
Q9FPE8	Q9SIT9
Q9FRI0	Q9M274
O81788	Q94ID6
P94077	Q94ID6
O64647	Q94ID6
O23379	Q9S709
O04292	Q9LXD8
O04292	Q9FY69
O04292	P46639
O04292	Q8L8A6
O04292	O23661
O04292	Q9C518
A9LNK9	Q9FME3
A9LNK9	Q9SIZ5
A0A178WKB2	Q8LBM2
Q9LPI7	Q9LZM8
O23090	Q39204
Q9C6V3	Q9LVQ7
Q9C6V3	Q9LXU1
Q8L5T5	Q9SHE9
Q84TK1	Q9SHE9
Q93Z00	Q9SA07
Q84JP1	Q8LPR5
Q84JP1	Q9SIT9
Q9LKG8	Q9LQ28
A0A178WA62	Q9LQ28
A0A178UQH2	Q9LPI7
C0SUZ3	Q9MA75
A1YKT1	C0SUZ3
C0SUZ3	Q9C7T4
C0SUZ3	Q9C9N3
A0A178WKB2	C0SUZ3
C0SUZ3	O04017
C0SUZ3	Q38897
C0SUZ3	Q9LXG0
C0SUZ3	Q9FTA2
C0SUZ3	Q84MB2
C0SUZ3	Q9M2Y9
Q93ZE2	Q9LQF0
Q9LQF0	Q9SEZ4
A0A178WKB2	Q9LQF0
Q6X7J9	Q9LQF0
Q9LQF0	Q9MAI5
Q9FME3	Q9LQF0
